actors,director,movie_name
Ken Watanabe,Christopher Nolan,Batman Begins
Liam Neeson,Christopher Nolan,Batman Begins
Katie Holmes,Christopher Nolan,Batman Begins
Gary Oldman,Christopher Nolan,Batman Begins
Cillian Murphy,Christopher Nolan,Batman Begins
Tom Wilkinson,Christopher Nolan,Batman Begins
Rutger Hauer,Christopher Nolan,Batman Begins
Mark Boone Junior,Christopher Nolan,Batman Begins
Linus Roache,Christopher Nolan,Batman Begins
Morgan Freeman,Christopher Nolan,Batman Begins
Larry Holden,Christopher Nolan,Batman Begins
Gerard Murphy,Christopher Nolan,Batman Begins
Colin McFarlane,Christopher Nolan,Batman Begins
Sara Stewart,Christopher Nolan,Batman Begins
Gus Lewis,Christopher Nolan,Batman Begins
Richard Brake,Christopher Nolan,Batman Begins
Richard Brake,Christopher Nolan,Batman Begins
Charles Chaplin,Charles Chaplin,The Kid
Edna Purviance,Charles Chaplin,The Kid
Jackie Coogan,Charles Chaplin,The Kid
Carl Miller,Charles Chaplin,The Kid
Albert Austin,Charles Chaplin,The Kid
Beulah Bains,Charles Chaplin,The Kid
Nellie Bly Baker,Charles Chaplin,The Kid
Henry Bergman,Charles Chaplin,The Kid
Edward Biby,Charles Chaplin,The Kid
B.F. Blinn,Charles Chaplin,The Kid
Kitty Bradbury,Charles Chaplin,The Kid
Frank Campeau,Charles Chaplin,The Kid
Bliss Chevalier,Charles Chaplin,The Kid
Frances Cochran,Charles Chaplin,The Kid
Elsie Codd,Charles Chaplin,The Kid
Jack Coogan Sr.,Charles Chaplin,The Kid
Estelle Cook,Charles Chaplin,The Kid
Lillian Crane,Charles Chaplin,The Kid
Lillian Crane,Charles Chaplin,The Kid
Marilyn Monroe,Billy Wilder,Some Like It Hot
Tony Curtis,Billy Wilder,Some Like It Hot
Jack Lemmon,Billy Wilder,Some Like It Hot
George Raft,Billy Wilder,Some Like It Hot
Pat O'Brien,Billy Wilder,Some Like It Hot
Joe E. Brown,Billy Wilder,Some Like It Hot
Nehemiah Persoff,Billy Wilder,Some Like It Hot
Joan Shawlee,Billy Wilder,Some Like It Hot
Billy Gray,Billy Wilder,Some Like It Hot
George E. Stone,Billy Wilder,Some Like It Hot
Dave Barry,Billy Wilder,Some Like It Hot
Mike Mazurki,Billy Wilder,Some Like It Hot
Harry Wilson,Billy Wilder,Some Like It Hot
Beverly Wills,Billy Wilder,Some Like It Hot
Barbara Drew,Billy Wilder,Some Like It Hot
Edward G. Robinson Jr.,Billy Wilder,Some Like It Hot
Sam Bagley,Billy Wilder,Some Like It Hot
Brandon Beach,Billy Wilder,Some Like It Hot
Brandon Beach,Billy Wilder,Some Like It Hot
Anthony Hopkins,Florian Zeller,The Father
Olivia Colman,Florian Zeller,The Father
Mark Gatiss,Florian Zeller,The Father
Olivia Williams,Florian Zeller,The Father
Imogen Poots,Florian Zeller,The Father
Rufus Sewell,Florian Zeller,The Father
Ayesha Dharker,Florian Zeller,The Father
Roman Zeller,Florian Zeller,The Father
Adnan Kundi,Florian Zeller,The Father
Brian Rodger,Florian Zeller,The Father
Evie Wray,Florian Zeller,The Father
Evie Wray,Florian Zeller,The Father
Bette Davis,Joseph L. Mankiewicz,All About Eve
Anne Baxter,Joseph L. Mankiewicz,All About Eve
George Sanders,Joseph L. Mankiewicz,All About Eve
Celeste Holm,Joseph L. Mankiewicz,All About Eve
Gary Merrill,Joseph L. Mankiewicz,All About Eve
Hugh Marlowe,Joseph L. Mankiewicz,All About Eve
Gregory Ratoff,Joseph L. Mankiewicz,All About Eve
Barbara Bates,Joseph L. Mankiewicz,All About Eve
Marilyn Monroe,Joseph L. Mankiewicz,All About Eve
Thelma Ritter,Joseph L. Mankiewicz,All About Eve
Walter Hampden,Joseph L. Mankiewicz,All About Eve
Randy Stuart,Joseph L. Mankiewicz,All About Eve
Craig Hill,Joseph L. Mankiewicz,All About Eve
Leland Harris,Joseph L. Mankiewicz,All About Eve
Barbara White,Joseph L. Mankiewicz,All About Eve
Eddie Fisher,Joseph L. Mankiewicz,All About Eve
William Pullen,Joseph L. Mankiewicz,All About Eve
Claude Stroud,Joseph L. Mankiewicz,All About Eve
Claude Stroud,Joseph L. Mankiewicz,All About Eve
Viggo Mortensen,Peter Farrelly,Green Book
Mahershala Ali,Peter Farrelly,Green Book
Linda Cardellini,Peter Farrelly,Green Book
Sebastian Maniscalco,Peter Farrelly,Green Book
Dimiter D. Marinov,Peter Farrelly,Green Book
Mike Hatton,Peter Farrelly,Green Book
P.J. Byrne,Peter Farrelly,Green Book
Joe Cortese,Peter Farrelly,Green Book
Maggie Nixon,Peter Farrelly,Green Book
Von Lewis,Peter Farrelly,Green Book
Jon Sortland,Peter Farrelly,Green Book
Don Stark,Peter Farrelly,Green Book
Anthony Mangano,Peter Farrelly,Green Book
Paul Sloan,Peter Farrelly,Green Book
Quinn Duffy,Peter Farrelly,Green Book
Seth Hurwitz,Peter Farrelly,Green Book
Hudson Galloway,Peter Farrelly,Green Book
Gavin Lyle Foley,Peter Farrelly,Green Book
Gavin Lyle Foley,Peter Farrelly,Green Book
Leonardo DiCaprio,Martin Scorsese,The Wolf of Wall Street
Jonah Hill,Martin Scorsese,The Wolf of Wall Street
Margot Robbie,Martin Scorsese,The Wolf of Wall Street
Matthew McConaughey,Martin Scorsese,The Wolf of Wall Street
Kyle Chandler,Martin Scorsese,The Wolf of Wall Street
Rob Reiner,Martin Scorsese,The Wolf of Wall Street
Jon Bernthal,Martin Scorsese,The Wolf of Wall Street
Jon Favreau,Martin Scorsese,The Wolf of Wall Street
Jean Dujardin,Martin Scorsese,The Wolf of Wall Street
Joanna Lumley,Martin Scorsese,The Wolf of Wall Street
Cristin Milioti,Martin Scorsese,The Wolf of Wall Street
Christine Ebersole,Martin Scorsese,The Wolf of Wall Street
Shea Whigham,Martin Scorsese,The Wolf of Wall Street
Katarina Cas,Martin Scorsese,The Wolf of Wall Street
P.J. Byrne,Martin Scorsese,The Wolf of Wall Street
Kenneth Choi,Martin Scorsese,The Wolf of Wall Street
Brian Sacca,Martin Scorsese,The Wolf of Wall Street
Henry Zebrowski,Martin Scorsese,The Wolf of Wall Street
Henry Zebrowski,Martin Scorsese,The Wolf of Wall Street
Spencer Tracy,Stanley Kramer,Judgment at Nuremberg
Burt Lancaster,Stanley Kramer,Judgment at Nuremberg
Richard Widmark,Stanley Kramer,Judgment at Nuremberg
Marlene Dietrich,Stanley Kramer,Judgment at Nuremberg
Maximilian Schell,Stanley Kramer,Judgment at Nuremberg
Judy Garland,Stanley Kramer,Judgment at Nuremberg
Montgomery Clift,Stanley Kramer,Judgment at Nuremberg
William Shatner,Stanley Kramer,Judgment at Nuremberg
Werner Klemperer,Stanley Kramer,Judgment at Nuremberg
Kenneth MacKenna,Stanley Kramer,Judgment at Nuremberg
Torben Meyer,Stanley Kramer,Judgment at Nuremberg
Joseph Bernard,Stanley Kramer,Judgment at Nuremberg
Alan Baxter,Stanley Kramer,Judgment at Nuremberg
Edward Binns,Stanley Kramer,Judgment at Nuremberg
Virginia Christine,Stanley Kramer,Judgment at Nuremberg
Otto Waldis,Stanley Kramer,Judgment at Nuremberg
Karl Swenson,Stanley Kramer,Judgment at Nuremberg
Martin Brandt,Stanley Kramer,Judgment at Nuremberg
Martin Brandt,Stanley Kramer,Judgment at Nuremberg
Tatsuya Nakadai,Akira Kurosawa,Ran
Akira Terao,Akira Kurosawa,Ran
Jinpachi Nezu,Akira Kurosawa,Ran
Daisuke Ryû,Akira Kurosawa,Ran
Mieko Harada,Akira Kurosawa,Ran
Yoshiko Miyazaki,Akira Kurosawa,Ran
Hisashi Igawa,Akira Kurosawa,Ran
Pîtâ,Akira Kurosawa,Ran
Masayuki Yui,Akira Kurosawa,Ran
Kazuo Katô,Akira Kurosawa,Ran
Norio Matsui,Akira Kurosawa,Ran
Toshiya Ito,Akira Kurosawa,Ran
Kenji Kodama,Akira Kurosawa,Ran
Takashi Watanabe,Akira Kurosawa,Ran
Mansai Nomura,Akira Kurosawa,Ran
Takeshi Katô,Akira Kurosawa,Ran
Jun Tazaki,Akira Kurosawa,Ran
Hitoshi Ueki,Akira Kurosawa,Ran
Hitoshi Ueki,Akira Kurosawa,Ran
Robert De Niro,Martin Scorsese,Casino
Sharon Stone,Martin Scorsese,Casino
Joe Pesci,Martin Scorsese,Casino
James Woods,Martin Scorsese,Casino
Don Rickles,Martin Scorsese,Casino
Alan King,Martin Scorsese,Casino
Kevin Pollak,Martin Scorsese,Casino
L.Q. Jones,Martin Scorsese,Casino
Dick Smothers,Martin Scorsese,Casino
Frank Vincent,Martin Scorsese,Casino
John Bloom,Martin Scorsese,Casino
Pasquale Cajano,Martin Scorsese,Casino
Melissa Prophet,Martin Scorsese,Casino
Bill Allison,Martin Scorsese,Casino
Vinny Vella,Martin Scorsese,Casino
Philip Suriano,Martin Scorsese,Casino
Erika von Tagen,Martin Scorsese,Casino
Frankie Avalon,Martin Scorsese,Casino
Frankie Avalon,Martin Scorsese,Casino
Ivana Baquero,Guillermo del Toro,Pan's Labyrinth
Ariadna Gil,Guillermo del Toro,Pan's Labyrinth
Sergi López,Guillermo del Toro,Pan's Labyrinth
Maribel Verdú,Guillermo del Toro,Pan's Labyrinth
Doug Jones,Guillermo del Toro,Pan's Labyrinth
Álex Angulo,Guillermo del Toro,Pan's Labyrinth
Manolo Solo,Guillermo del Toro,Pan's Labyrinth
César Vea,Guillermo del Toro,Pan's Labyrinth
Roger Casamajor,Guillermo del Toro,Pan's Labyrinth
Ivan Massagué,Guillermo del Toro,Pan's Labyrinth
Gonzalo Uriarte,Guillermo del Toro,Pan's Labyrinth
Eusebio Lázaro,Guillermo del Toro,Pan's Labyrinth
Francisco Vidal,Guillermo del Toro,Pan's Labyrinth
Juanjo Cucalón,Guillermo del Toro,Pan's Labyrinth
Lina Mira,Guillermo del Toro,Pan's Labyrinth
Mario Zorrilla,Guillermo del Toro,Pan's Labyrinth
Sebastián Haro,Guillermo del Toro,Pan's Labyrinth
Mila Espiga,Guillermo del Toro,Pan's Labyrinth
Mila Espiga,Guillermo del Toro,Pan's Labyrinth
Jim Carrey,Peter Weir,The Truman Show
Ed Harris,Peter Weir,The Truman Show
Laura Linney,Peter Weir,The Truman Show
Noah Emmerich,Peter Weir,The Truman Show
Natascha McElhone,Peter Weir,The Truman Show
Holland Taylor,Peter Weir,The Truman Show
Brian Delate,Peter Weir,The Truman Show
Blair Slater,Peter Weir,The Truman Show
Peter Krause,Peter Weir,The Truman Show
Heidi Schanz,Peter Weir,The Truman Show
Ron Taylor,Peter Weir,The Truman Show
Don Taylor,Peter Weir,The Truman Show
Ted Raymond,Peter Weir,The Truman Show
Judy Clayton,Peter Weir,The Truman Show
Fritz Dominique,Peter Weir,The Truman Show
Angel Schmiedt,Peter Weir,The Truman Show
Nastassja Schmiedt,Peter Weir,The Truman Show
Muriel Moore,Peter Weir,The Truman Show
Muriel Moore,Peter Weir,The Truman Show
Clint Eastwood,Clint Eastwood,Unforgiven
Gene Hackman,Clint Eastwood,Unforgiven
Morgan Freeman,Clint Eastwood,Unforgiven
Richard Harris,Clint Eastwood,Unforgiven
Jaimz Woolvett,Clint Eastwood,Unforgiven
Saul Rubinek,Clint Eastwood,Unforgiven
Frances Fisher,Clint Eastwood,Unforgiven
Anna Thomson,Clint Eastwood,Unforgiven
David Mucci,Clint Eastwood,Unforgiven
Rob Campbell,Clint Eastwood,Unforgiven
Anthony James,Clint Eastwood,Unforgiven
Tara Frederick,Clint Eastwood,Unforgiven
Beverley Elliott,Clint Eastwood,Unforgiven
Liisa Repo-Martell,Clint Eastwood,Unforgiven
Josie Smith,Clint Eastwood,Unforgiven
Shane Meier,Clint Eastwood,Unforgiven
Aline Levasseur,Clint Eastwood,Unforgiven
Cherrilene Cardinal,Clint Eastwood,Unforgiven
Cherrilene Cardinal,Clint Eastwood,Unforgiven
Daniel Day-Lewis,Paul Thomas Anderson,There Will Be Blood
Paul Dano,Paul Thomas Anderson,There Will Be Blood
Ciarán Hinds,Paul Thomas Anderson,There Will Be Blood
Martin Stringer,Paul Thomas Anderson,There Will Be Blood
Matthew Braden Stringer,Paul Thomas Anderson,There Will Be Blood
Jacob Stringer,Paul Thomas Anderson,There Will Be Blood
Joseph Mussey,Paul Thomas Anderson,There Will Be Blood
Barry Del Sherman,Paul Thomas Anderson,There Will Be Blood
Harrison Taylor,Paul Thomas Anderson,There Will Be Blood
Stockton Taylor,Paul Thomas Anderson,There Will Be Blood
Paul F. Tompkins,Paul Thomas Anderson,There Will Be Blood
Dillon Freasier,Paul Thomas Anderson,There Will Be Blood
Kevin Breznahan,Paul Thomas Anderson,There Will Be Blood
Jim Meskimen,Paul Thomas Anderson,There Will Be Blood
Erica Sullivan,Paul Thomas Anderson,There Will Be Blood
Randall Carver,Paul Thomas Anderson,There Will Be Blood
Coco Leigh,Paul Thomas Anderson,There Will Be Blood
Sydney McCallister,Paul Thomas Anderson,There Will Be Blood
Sydney McCallister,Paul Thomas Anderson,There Will Be Blood
Bruce Willis,M. Night Shyamalan,The Sixth Sense
Haley Joel Osment,M. Night Shyamalan,The Sixth Sense
Toni Collette,M. Night Shyamalan,The Sixth Sense
Olivia Williams,M. Night Shyamalan,The Sixth Sense
Trevor Morgan,M. Night Shyamalan,The Sixth Sense
Donnie Wahlberg,M. Night Shyamalan,The Sixth Sense
Peter Anthony Tambakis,M. Night Shyamalan,The Sixth Sense
Jeffrey Zubernis,M. Night Shyamalan,The Sixth Sense
Bruce Norris,M. Night Shyamalan,The Sixth Sense
Glenn Fitzgerald,M. Night Shyamalan,The Sixth Sense
Greg Wood,M. Night Shyamalan,The Sixth Sense
Mischa Barton,M. Night Shyamalan,The Sixth Sense
Angelica Page,M. Night Shyamalan,The Sixth Sense
Lisa Summerour,M. Night Shyamalan,The Sixth Sense
Firdous Bamji,M. Night Shyamalan,The Sixth Sense
Samia Shoaib,M. Night Shyamalan,The Sixth Sense
Hayden Saunier,M. Night Shyamalan,The Sixth Sense
Janis Dardaris,M. Night Shyamalan,The Sixth Sense
Janis Dardaris,M. Night Shyamalan,The Sixth Sense
Leonardo DiCaprio,Martin Scorsese,Shutter Island
Emily Mortimer,Martin Scorsese,Shutter Island
Mark Ruffalo,Martin Scorsese,Shutter Island
Ben Kingsley,Martin Scorsese,Shutter Island
Max von Sydow,Martin Scorsese,Shutter Island
Michelle Williams,Martin Scorsese,Shutter Island
Patricia Clarkson,Martin Scorsese,Shutter Island
Jackie Earle Haley,Martin Scorsese,Shutter Island
Ted Levine,Martin Scorsese,Shutter Island
John Carroll Lynch,Martin Scorsese,Shutter Island
Elias Koteas,Martin Scorsese,Shutter Island
Robin Bartlett,Martin Scorsese,Shutter Island
Christopher Denham,Martin Scorsese,Shutter Island
Nellie Sciutto,Martin Scorsese,Shutter Island
Joseph Sikora,Martin Scorsese,Shutter Island
Curtiss Cook,Martin Scorsese,Shutter Island
Raymond Anthony Thomas,Martin Scorsese,Shutter Island
Joseph McKenna,Martin Scorsese,Shutter Island
Joseph McKenna,Martin Scorsese,Shutter Island
Russell Crowe,Ron Howard,A Beautiful Mind
Ed Harris,Ron Howard,A Beautiful Mind
Jennifer Connelly,Ron Howard,A Beautiful Mind
Christopher Plummer,Ron Howard,A Beautiful Mind
Paul Bettany,Ron Howard,A Beautiful Mind
Adam Goldberg,Ron Howard,A Beautiful Mind
Josh Lucas,Ron Howard,A Beautiful Mind
Anthony Rapp,Ron Howard,A Beautiful Mind
Jason Gray-Stanford,Ron Howard,A Beautiful Mind
Judd Hirsch,Ron Howard,A Beautiful Mind
Austin Pendleton,Ron Howard,A Beautiful Mind
Vivien Cardone,Ron Howard,A Beautiful Mind
Jillie Simon,Ron Howard,A Beautiful Mind
Victor Steinbach,Ron Howard,A Beautiful Mind
Tanya Clarke,Ron Howard,A Beautiful Mind
Thomas F. Walsh,Ron Howard,A Beautiful Mind
Jesse Doran,Ron Howard,A Beautiful Mind
Kent Cassella,Ron Howard,A Beautiful Mind
Kent Cassella,Ron Howard,A Beautiful Mind
Toshirô Mifune,Akira Kurosawa,Yojimbo
Eijirô Tôno,Akira Kurosawa,Yojimbo
Tatsuya Nakadai,Akira Kurosawa,Yojimbo
Yôko Tsukasa,Akira Kurosawa,Yojimbo
Isuzu Yamada,Akira Kurosawa,Yojimbo
Daisuke Katô,Akira Kurosawa,Yojimbo
Seizaburô Kawazu,Akira Kurosawa,Yojimbo
Takashi Shimura,Akira Kurosawa,Yojimbo
Hiroshi Tachikawa,Akira Kurosawa,Yojimbo
Yôsuke Natsuki,Akira Kurosawa,Yojimbo
Kamatari Fujiwara,Akira Kurosawa,Yojimbo
Ikio Sawamura,Akira Kurosawa,Yojimbo
Atsushi Watanabe,Akira Kurosawa,Yojimbo
Susumu Fujita,Akira Kurosawa,Yojimbo
Kyû Sazanka,Akira Kurosawa,Yojimbo
Kô Nishimura,Akira Kurosawa,Yojimbo
Takeshi Katô,Akira Kurosawa,Yojimbo
Ichirô Nakatani,Akira Kurosawa,Yojimbo
Ichirô Nakatani,Akira Kurosawa,Yojimbo
Sam Neill,Steven Spielberg,Jurassic Park
Laura Dern,Steven Spielberg,Jurassic Park
Jeff Goldblum,Steven Spielberg,Jurassic Park
Richard Attenborough,Steven Spielberg,Jurassic Park
Bob Peck,Steven Spielberg,Jurassic Park
Martin Ferrero,Steven Spielberg,Jurassic Park
BD Wong,Steven Spielberg,Jurassic Park
Joseph Mazzello,Steven Spielberg,Jurassic Park
Ariana Richards,Steven Spielberg,Jurassic Park
Samuel L. Jackson,Steven Spielberg,Jurassic Park
Wayne Knight,Steven Spielberg,Jurassic Park
Gerald R. Molen,Steven Spielberg,Jurassic Park
Miguel Sandoval,Steven Spielberg,Jurassic Park
Cameron Thor,Steven Spielberg,Jurassic Park
Christopher John Fields,Steven Spielberg,Jurassic Park
Whit Hertford,Steven Spielberg,Jurassic Park
Dean Cundey,Steven Spielberg,Jurassic Park
Jophery C. Brown,Steven Spielberg,Jurassic Park
Jophery C. Brown,Steven Spielberg,Jurassic Park
Humphrey Bogart,John Huston,The Treasure of the Sierra Madre
Walter Huston,John Huston,The Treasure of the Sierra Madre
Tim Holt,John Huston,The Treasure of the Sierra Madre
Bruce Bennett,John Huston,The Treasure of the Sierra Madre
Barton MacLane,John Huston,The Treasure of the Sierra Madre
Alfonso Bedoya,John Huston,The Treasure of the Sierra Madre
Arturo Soto Rangel,John Huston,The Treasure of the Sierra Madre
Manuel Dondé,John Huston,The Treasure of the Sierra Madre
José Torvay,John Huston,The Treasure of the Sierra Madre
Margarito Luna,John Huston,The Treasure of the Sierra Madre
Robert Blake,John Huston,The Treasure of the Sierra Madre
Guillermo Calles,John Huston,The Treasure of the Sierra Madre
Roberto Cañedo,John Huston,The Treasure of the Sierra Madre
Spencer Chan,John Huston,The Treasure of the Sierra Madre
Jacqueline Dalya,John Huston,The Treasure of the Sierra Madre
Ralph Dunn,John Huston,The Treasure of the Sierra Madre
Ernesto Escoto,John Huston,The Treasure of the Sierra Madre
Pat Flaherty,John Huston,The Treasure of the Sierra Madre
Pat Flaherty,John Huston,The Treasure of the Sierra Madre
Graham Chapman,Terry Gilliam,Monty Python and the Holy Grail
John Cleese,Terry Gilliam,Monty Python and the Holy Grail
Eric Idle,Terry Gilliam,Monty Python and the Holy Grail
Terry Gilliam,Terry Gilliam,Monty Python and the Holy Grail
Terry Jones,Terry Gilliam,Monty Python and the Holy Grail
Michael Palin,Terry Gilliam,Monty Python and the Holy Grail
Connie Booth,Terry Gilliam,Monty Python and the Holy Grail
Carol Cleveland,Terry Gilliam,Monty Python and the Holy Grail
Neil Innes,Terry Gilliam,Monty Python and the Holy Grail
Bee Duffell,Terry Gilliam,Monty Python and the Holy Grail
John Young,Terry Gilliam,Monty Python and the Holy Grail
Rita Davies,Terry Gilliam,Monty Python and the Holy Grail
Avril Stewart,Terry Gilliam,Monty Python and the Holy Grail
Sally Kinghorn,Terry Gilliam,Monty Python and the Holy Grail
Mark Zycon,Terry Gilliam,Monty Python and the Holy Grail
Elspeth Cameron,Terry Gilliam,Monty Python and the Holy Grail
Mitsuko Forstater,Terry Gilliam,Monty Python and the Holy Grail
Sandy Johnson,Terry Gilliam,Monty Python and the Holy Grail
Sandy Johnson,Terry Gilliam,Monty Python and the Holy Grail
Tom Holland,Jon Watts,Spider-Man: No Way Home
Zendaya,Jon Watts,Spider-Man: No Way Home
Benedict Cumberbatch,Jon Watts,Spider-Man: No Way Home
Jacob Batalon,Jon Watts,Spider-Man: No Way Home
Jon Favreau,Jon Watts,Spider-Man: No Way Home
Jamie Foxx,Jon Watts,Spider-Man: No Way Home
Willem Dafoe,Jon Watts,Spider-Man: No Way Home
Alfred Molina,Jon Watts,Spider-Man: No Way Home
Benedict Wong,Jon Watts,Spider-Man: No Way Home
Tony Revolori,Jon Watts,Spider-Man: No Way Home
Marisa Tomei,Jon Watts,Spider-Man: No Way Home
Andrew Garfield,Jon Watts,Spider-Man: No Way Home
Tobey Maguire,Jon Watts,Spider-Man: No Way Home
Angourie Rice,Jon Watts,Spider-Man: No Way Home
Arian Moayed,Jon Watts,Spider-Man: No Way Home
Paula Newsome,Jon Watts,Spider-Man: No Way Home
Hannibal Buress,Jon Watts,Spider-Man: No Way Home
Martin Starr,Jon Watts,Spider-Man: No Way Home
Martin Starr,Jon Watts,Spider-Man: No Way Home
Steve McQueen,John Sturges,The Great Escape
James Garner,John Sturges,The Great Escape
Richard Attenborough,John Sturges,The Great Escape
Charles Bronson,John Sturges,The Great Escape
James Donald,John Sturges,The Great Escape
Donald Pleasence,John Sturges,The Great Escape
James Coburn,John Sturges,The Great Escape
Hannes Messemer,John Sturges,The Great Escape
David McCallum,John Sturges,The Great Escape
Gordon Jackson,John Sturges,The Great Escape
John Leyton,John Sturges,The Great Escape
Angus Lennie,John Sturges,The Great Escape
Nigel Stock,John Sturges,The Great Escape
Robert Graf,John Sturges,The Great Escape
Jud Taylor,John Sturges,The Great Escape
Hans Reiser,John Sturges,The Great Escape
Harry Riebauer,John Sturges,The Great Escape
William Russell,John Sturges,The Great Escape
William Russell,John Sturges,The Great Escape
Tommy Lee Jones,Ethan Coen,No Country for Old Men
Javier Bardem,Ethan Coen,No Country for Old Men
Josh Brolin,Ethan Coen,No Country for Old Men
Woody Harrelson,Ethan Coen,No Country for Old Men
Kelly Macdonald,Ethan Coen,No Country for Old Men
Garret Dillahunt,Ethan Coen,No Country for Old Men
Tess Harper,Ethan Coen,No Country for Old Men
Barry Corbin,Ethan Coen,No Country for Old Men
Stephen Root,Ethan Coen,No Country for Old Men
Rodger Boyce,Ethan Coen,No Country for Old Men
Beth Grant,Ethan Coen,No Country for Old Men
Ana Reeder,Ethan Coen,No Country for Old Men
Kit Gwin,Ethan Coen,No Country for Old Men
Zach Hopkins,Ethan Coen,No Country for Old Men
Chip Love,Ethan Coen,No Country for Old Men
Eduardo Antonio Garcia,Ethan Coen,No Country for Old Men
Gene Jones,Ethan Coen,No Country for Old Men
Myk Watford,Ethan Coen,No Country for Old Men
Myk Watford,Ethan Coen,No Country for Old Men
Uma Thurman,Quentin Tarantino,Kill Bill: Vol. 1
David Carradine,Quentin Tarantino,Kill Bill: Vol. 1
Daryl Hannah,Quentin Tarantino,Kill Bill: Vol. 1
Michael Madsen,Quentin Tarantino,Kill Bill: Vol. 1
Lucy Liu,Quentin Tarantino,Kill Bill: Vol. 1
Vivica A. Fox,Quentin Tarantino,Kill Bill: Vol. 1
Julie Dreyfus,Quentin Tarantino,Kill Bill: Vol. 1
Chiaki Kuriyama,Quentin Tarantino,Kill Bill: Vol. 1
Shin'ichi Chiba,Quentin Tarantino,Kill Bill: Vol. 1
Chia-Hui Liu,Quentin Tarantino,Kill Bill: Vol. 1
Michael Parks,Quentin Tarantino,Kill Bill: Vol. 1
Michael Bowen,Quentin Tarantino,Kill Bill: Vol. 1
Jun Kunimura,Quentin Tarantino,Kill Bill: Vol. 1
Kenji Ôba,Quentin Tarantino,Kill Bill: Vol. 1
Yuki Kazamatsuri,Quentin Tarantino,Kill Bill: Vol. 1
James Parks,Quentin Tarantino,Kill Bill: Vol. 1
Sakichi Sato,Quentin Tarantino,Kill Bill: Vol. 1
Jonathan Loughran,Quentin Tarantino,Kill Bill: Vol. 1
Jonathan Loughran,Quentin Tarantino,Kill Bill: Vol. 1
Toshirô Mifune,Akira Kurosawa,Rashomon
Machiko Kyô,Akira Kurosawa,Rashomon
Masayuki Mori,Akira Kurosawa,Rashomon
Takashi Shimura,Akira Kurosawa,Rashomon
Minoru Chiaki,Akira Kurosawa,Rashomon
Kichijirô Ueda,Akira Kurosawa,Rashomon
Noriko Honma,Akira Kurosawa,Rashomon
Daisuke Katô,Akira Kurosawa,Rashomon
Daisuke Katô,Akira Kurosawa,Rashomon
Kurt Russell,John Carpenter,The Thing
Wilford Brimley,John Carpenter,The Thing
Keith David,John Carpenter,The Thing
Richard Masur,John Carpenter,The Thing
T.K. Carter,John Carpenter,The Thing
David Clennon,John Carpenter,The Thing
Richard Dysart,John Carpenter,The Thing
Charles Hallahan,John Carpenter,The Thing
Peter Maloney,John Carpenter,The Thing
Donald Moffat,John Carpenter,The Thing
Joel Polis,John Carpenter,The Thing
Thomas G. Waites,John Carpenter,The Thing
Norbert Weisser,John Carpenter,The Thing
Larry Franco,John Carpenter,The Thing
Nate Irwin,John Carpenter,The Thing
William Zeman,John Carpenter,The Thing
Adrienne Barbeau,John Carpenter,The Thing
John Carpenter,John Carpenter,The Thing
John Carpenter,John Carpenter,The Thing
Albert Brooks,Andrew Stanton,Finding Nemo
Ellen DeGeneres,Andrew Stanton,Finding Nemo
Alexander Gould,Andrew Stanton,Finding Nemo
Willem Dafoe,Andrew Stanton,Finding Nemo
Brad Garrett,Andrew Stanton,Finding Nemo
Allison Janney,Andrew Stanton,Finding Nemo
Austin Pendleton,Andrew Stanton,Finding Nemo
Stephen Root,Andrew Stanton,Finding Nemo
Vicki Lewis,Andrew Stanton,Finding Nemo
Joe Ranft,Andrew Stanton,Finding Nemo
Geoffrey Rush,Andrew Stanton,Finding Nemo
Andrew Stanton,Andrew Stanton,Finding Nemo
Elizabeth Perkins,Andrew Stanton,Finding Nemo
Nicholas Bird,Andrew Stanton,Finding Nemo
Bob Peterson,Andrew Stanton,Finding Nemo
Barry Humphries,Andrew Stanton,Finding Nemo
Eric Bana,Andrew Stanton,Finding Nemo
Bruce Spence,Andrew Stanton,Finding Nemo
Bruce Spence,Andrew Stanton,Finding Nemo
Anthony Hopkins,David Lynch,The Elephant Man
John Hurt,David Lynch,The Elephant Man
Anne Bancroft,David Lynch,The Elephant Man
John Gielgud,David Lynch,The Elephant Man
Wendy Hiller,David Lynch,The Elephant Man
Freddie Jones,David Lynch,The Elephant Man
Michael Elphick,David Lynch,The Elephant Man
Hannah Gordon,David Lynch,The Elephant Man
Helen Ryan,David Lynch,The Elephant Man
John Standing,David Lynch,The Elephant Man
Dexter Fletcher,David Lynch,The Elephant Man
Lesley Dunlop,David Lynch,The Elephant Man
Phoebe Nicholls,David Lynch,The Elephant Man
Pat Gorman,David Lynch,The Elephant Man
Claire Davenport,David Lynch,The Elephant Man
Orla Pederson,David Lynch,The Elephant Man
Patsy Smart,David Lynch,The Elephant Man
Frederick Treves,David Lynch,The Elephant Man
Frederick Treves,David Lynch,The Elephant Man
Jack Nicholson,Roman Polanski,Chinatown
Faye Dunaway,Roman Polanski,Chinatown
John Huston,Roman Polanski,Chinatown
Perry Lopez,Roman Polanski,Chinatown
John Hillerman,Roman Polanski,Chinatown
Darrell Zwerling,Roman Polanski,Chinatown
Diane Ladd,Roman Polanski,Chinatown
Roy Jenson,Roman Polanski,Chinatown
Roman Polanski,Roman Polanski,Chinatown
